Reference DOI,Reference URL,Reference Citation,Paper ID,Host Name,Host TaxonID,Virus Name,Virus TaxonID,Sampling Time,,Interaction Type ID,Study Type,Result Type,Measurement Method Name,Measurement Method ID,Result,Confidence Interval,Format,Statistical Method Name,Statistical Method ID,Misc Method Conditions,Use for Prevalence,Locality,LocalityID,Municipality,County,StateProvince,Country,Verbatim Locality,Field Site ID,Habitat Name,Habitat ID,Host Sex,Host Lifestage Name,Host Lifestage ID,Host Material Name,Host Material ID,Misc Host Attributes,,
,,,R737-Billinis2009,Microtus arvalis,,Encephalomyocarditis virus,,1994/2006,,,Field observation,Positive-Negative-Total Count,Focus Reduction Neutralization Test,,1 | 1 | 2,NA,List of positive integers,,,Testing on pig farm with a history of encephalomyocarditis 6 years earlier,1,NA,,NA,NA,NA,Greece,Endemic region,NA,,,NA,NA,,Brain | Thymus | Heart | Lung | Liver | Spleen | Kidney | Pancreas | Peyer's patches,MeSH:D001921 | MeSH:D013950 | MeSH:D006321 | MeSH:D008168 | MeSH:D008099 | MeSH:D013154 | MeSH:D007668 | MeSH:D010179 | MeSH:D010581,NA,,
,,,R737-Billinis2009,Citelus citelus,,Encephalomyocarditis virus,,1994/2006,,,Field observation,Positive-Negative-Total Count,Focus Reduction Neutralization Test,,0 | 1 | 1,NA,List of positive integers,,,Testing on pig farm with a history of encephalomyocarditis 6 years earlier,1,NA,,NA,NA,NA,Greece,Endemic region,NA,,,NA,NA,,Brain | Thymus | Heart | Lung | Liver | Spleen | Kidney | Pancreas | Peyer's patches,MeSH:D001921 | MeSH:D013950 | MeSH:D006321 | MeSH:D008168 | MeSH:D008099 | MeSH:D013154 | MeSH:D007668 | MeSH:D010179 | MeSH:D010581,NA,,
,,,R737-Billinis2009,Leupus europaneus,,Encephalomyocarditis virus,,1994/2006,,,Field observation,Positive-Negative-Total Count,Focus Reduction Neutralization Test,,0 | 4 | 4,NA,List of positive integers,,,Testing on pig farm with a history of encephalomyocarditis 6 years earlier,1,NA,,NA,NA,NA,Greece,Endemic region,NA,,,NA,NA,,Brain | Thymus | Heart | Lung | Liver | Spleen | Kidney | Pancreas | Peyer's patches,MeSH:D001921 | MeSH:D013950 | MeSH:D006321 | MeSH:D008168 | MeSH:D008099 | MeSH:D013154 | MeSH:D007668 | MeSH:D010179 | MeSH:D010581,NA,,
,,,R737-Billinis2009,Sus scrofa,,Encephalomyocarditis virus,,1994/2006,,,Field observation,Positive-Negative-Total Count,Focus Reduction Neutralization Test,,1 | 0 | 1,NA,List of positive integers,,,Testing on pig farm with a history of encephalomyocarditis 6 years earlier,1,NA,,NA,NA,NA,Greece,Endemic region,NA,,,NA,NA,,Brain | Thymus | Heart | Lung | Liver | Spleen | Kidney | Pancreas | Peyer's patches,MeSH:D001921 | MeSH:D013950 | MeSH:D006321 | MeSH:D008168 | MeSH:D008099 | MeSH:D013154 | MeSH:D007668 | MeSH:D010179 | MeSH:D010581,NA,,
,,,R737-Billinis2009,Mus musculus,,Encephalomyocarditis virus,,1994/2006,,,Field observation,Positive-Negative-Total Count,Focus Reduction Neutralization Test,,0 | 31 | 31,NA,List of positive integers,,,NA,1,NA,,NA,NA,NA,Greece,Nonendemic region,NA,,,NA,NA,,Brain | Thymus | Heart | Lung | Liver | Spleen | Kidney | Pancreas | Peyer's patches,MeSH:D001921 | MeSH:D013950 | MeSH:D006321 | MeSH:D008168 | MeSH:D008099 | MeSH:D013154 | MeSH:D007668 | MeSH:D010179 | MeSH:D010581,NA,,
,,,R737-Billinis2009,Rattus rattus,,Encephalomyocarditis virus,,1994/2006,,,Field observation,Positive-Negative-Total Count,Focus Reduction Neutralization Test,,0 | 40 | 40,NA,List of positive integers,,,NA,1,NA,,NA,NA,NA,Greece,Nonendemic region,NA,,,NA,NA,,Brain | Thymus | Heart | Lung | Liver | Spleen | Kidney | Pancreas | Peyer's patches,MeSH:D001921 | MeSH:D013950 | MeSH:D006321 | MeSH:D008168 | MeSH:D008099 | MeSH:D013154 | MeSH:D007668 | MeSH:D010179 | MeSH:D010581,NA,,
,,,R737-Billinis2009,Apodemus sylvaticus,,Encephalomyocarditis virus,,1994/2006,,,Field observation,Positive-Negative-Total Count,Focus Reduction Neutralization Test,,0 | 13 | 13,NA,List of positive integers,,,NA,1,NA,,NA,NA,NA,Greece,Nonendemic region,NA,,,NA,NA,,Brain | Thymus | Heart | Lung | Liver | Spleen | Kidney | Pancreas | Peyer's patches,MeSH:D001921 | MeSH:D013950 | MeSH:D006321 | MeSH:D008168 | MeSH:D008099 | MeSH:D013154 | MeSH:D007668 | MeSH:D010179 | MeSH:D010581,NA,,
,,,R737-Billinis2009,Microtus arvalis,,Encephalomyocarditis virus,,1994/2006,,,Field observation,Positive-Negative-Total Count,Focus Reduction Neutralization Test,,0 | 10 | 10,NA,List of positive integers,,,NA,1,NA,,NA,NA,NA,Greece,Nonendemic region,NA,,,NA,NA,,Brain | Thymus | Heart | Lung | Liver | Spleen | Kidney | Pancreas | Peyer's patches,MeSH:D001921 | MeSH:D013950 | MeSH:D006321 | MeSH:D008168 | MeSH:D008099 | MeSH:D013154 | MeSH:D007668 | MeSH:D010179 | MeSH:D010581,NA,,
,,,R737-Billinis2009,Citelus citelus,,Encephalomyocarditis virus,,1994/2006,,,Field observation,Positive-Negative-Total Count,Focus Reduction Neutralization Test,,0 | 3 | 3,NA,List of positive integers,,,NA,1,NA,,NA,NA,NA,Greece,Nonendemic region,NA,,,NA,NA,,Brain | Thymus | Heart | Lung | Liver | Spleen | Kidney | Pancreas | Peyer's patches,MeSH:D001921 | MeSH:D013950 | MeSH:D006321 | MeSH:D008168 | MeSH:D008099 | MeSH:D013154 | MeSH:D007668 | MeSH:D010179 | MeSH:D010581,NA,,
,,,R737-Billinis2009,Leupus europaneus,,Encephalomyocarditis virus,,1994/2006,,,Field observation,Positive-Negative-Total Count,Focus Reduction Neutralization Test,,0 | 97 | 97,NA,List of positive integers,,,NA,1,NA,,NA,NA,NA,Greece,Nonendemic region,NA,,,NA,NA,,Brain | Thymus | Heart | Lung | Liver | Spleen | Kidney | Pancreas | Peyer's patches,MeSH:D001921 | MeSH:D013950 | MeSH:D006321 | MeSH:D008168 | MeSH:D008099 | MeSH:D013154 | MeSH:D007668 | MeSH:D010179 | MeSH:D010581,NA,,
,,,R737-Billinis2009,Sus scrofa,,Encephalomyocarditis virus,,1994/2006,,,Field observation,Positive-Negative-Total Count,Focus Reduction Neutralization Test,,12 | 7 | 19,NA,List of positive integers,,,NA,1,NA,,NA,NA,NA,Greece,Nonendemic region,NA,,,NA,NA,,Brain | Thymus | Heart | Lung | Liver | Spleen | Kidney | Pancreas | Peyer's patches,MeSH:D001921 | MeSH:D013950 | MeSH:D006321 | MeSH:D008168 | MeSH:D008099 | MeSH:D013154 | MeSH:D007668 | MeSH:D010179 | MeSH:D010581,NA,,
,,,R737-Billinis2009,Vulpes vulpes,,Encephalomyocarditis virus,,1994/2006,,,Field observation,Positive-Negative-Total Count,Focus Reduction Neutralization Test,,0 | 3 | 3,NA,List of positive integers,,,NA,1,NA,,NA,NA,NA,Greece,Nonendemic region,NA,,,NA,NA,,Brain | Thymus | Heart | Lung | Liver | Spleen | Kidney | Pancreas | Peyer's patches,MeSH:D001921 | MeSH:D013950 | MeSH:D006321 | MeSH:D008168 | MeSH:D008099 | MeSH:D013154 | MeSH:D007668 | MeSH:D010179 | MeSH:D010581,NA,,
,,,R737-Billinis2009,Mustela nivalis,,Encephalomyocarditis virus,,1994/2006,,,Field observation,Positive-Negative-Total Count,Focus Reduction Neutralization Test,,0 | 1 | 1,NA,List of positive integers,,,NA,1,NA,,NA,NA,NA,Greece,Nonendemic region,NA,,,NA,NA,,Brain | Thymus | Heart | Lung | Liver | Spleen | Kidney | Pancreas | Peyer's patches,MeSH:D001921 | MeSH:D013950 | MeSH:D006321 | MeSH:D008168 | MeSH:D008099 | MeSH:D013154 | MeSH:D007668 | MeSH:D010179 | MeSH:D010581,NA,,
,,,R737-Billinis2009,Rattus rattus,,Encephalomyocarditis virus,,1994/2006,,,Field observation,Positive-Negative-Total Count,Focus Reduction Neutralization Test,,9 | 2 | 11,NA,List of positive integers,,,Testing on pig farm with a history of encephalomyocarditis 3-6 years earlier,1,NA,,NA,NA,NA,Greece,Endemic region,Farm A,,,NA,NA,,Brain | Thymus | Heart | Lung | Liver | Spleen | Kidney | Pancreas | Peyer's patches,MeSH:D001921 | MeSH:D013950 | MeSH:D006321 | MeSH:D008168 | MeSH:D008099 | MeSH:D013154 | MeSH:D007668 | MeSH:D010179 | MeSH:D010581,NA,,
,,,R737-Billinis2009,Rattus rattus,,Encephalomyocarditis virus,,1994/2006,,,Field observation,Positive-Negative-Total Count,Focus Reduction Neutralization Test,,3 | 1 | 4,NA,List of positive integers,,,Testing on pig farm with a history of encephalomyocarditis 3-6 years earlier,1,NA,,NA,NA,NA,Greece,Endemic region,Farm B,,,NA,NA,,Brain | Thymus | Heart | Lung | Liver | Spleen | Kidney | Pancreas | Peyer's patches,MeSH:D001921 | MeSH:D013950 | MeSH:D006321 | MeSH:D008168 | MeSH:D008099 | MeSH:D013154 | MeSH:D007668 | MeSH:D010179 | MeSH:D010581,NA,,
,,,R737-Billinis2009,Rattus rattus,,Encephalomyocarditis virus,,1994/2006,,,Field observation,Positive-Negative-Total Count,Focus Reduction Neutralization Test,,6 | 0 | 6,NA,List of positive integers,,,Testing on pig farm with a history of encephalomyocarditis 3-6 years earlier,1,NA,,NA,NA,NA,Greece,Endemic region,Farm C,,,NA,NA,,Brain | Thymus | Heart | Lung | Liver | Spleen | Kidney | Pancreas | Peyer's patches,MeSH:D001921 | MeSH:D013950 | MeSH:D006321 | MeSH:D008168 | MeSH:D008099 | MeSH:D013154 | MeSH:D007668 | MeSH:D010179 | MeSH:D010581,NA,,
,,,R737-Billinis2009,Rattus rattus,,Encephalomyocarditis virus,,1994/2006,,,Field observation,Positive-Negative-Total Count,Focus Reduction Neutralization Test,,17 | 0 | 17,NA,List of positive integers,,,Testing on pig farm with a history of encephalomyocarditis 3-6 years earlier,1,NA,,NA,NA,NA,Greece,Endemic region,Farm D,,,NA,NA,,Brain | Thymus | Heart | Lung | Liver | Spleen | Kidney | Pancreas | Peyer's patches,MeSH:D001921 | MeSH:D013950 | MeSH:D006321 | MeSH:D008168 | MeSH:D008099 | MeSH:D013154 | MeSH:D007668 | MeSH:D010179 | MeSH:D010581,NA,,
,,,R737-Billinis2009,Rattus rattus,,Encephalomyocarditis virus,,1994/2006,,,Field observation,Positive-Negative-Total Count,Focus Reduction Neutralization Test,,0 | 4 | 4,NA,List of positive integers,,,Testing on pig farm with a history of encephalomyocarditis 3-6 years earlier,1,NA,,NA,NA,NA,Greece,Endemic region,Farm E,,,NA,NA,,Brain | Thymus | Heart | Lung | Liver | Spleen | Kidney | Pancreas | Peyer's patches,MeSH:D001921 | MeSH:D013950 | MeSH:D006321 | MeSH:D008168 | MeSH:D008099 | MeSH:D013154 | MeSH:D007668 | MeSH:D010179 | MeSH:D010581,NA,,
10.1046/j.1365-2656.2002.00623.x,,"Telfer, Sandra, Malcolm Bennett, Kevin Bown, Rachel Cavanagh, Laurent Crespin, Sarah Hazel, Trevor Jones, and Michael Begon. “The Effects of Cowpox Virus on Survival in Natural Rodent Populations: Increases and Decreases.” Journal of Animal Ecology 71, no. 4 (2002): 558–68. https://doi.org/10.1046/j.1365-2656.2002.00623.x.",R738-Telfer2002,Apodemus sylvaticus,,Cowpox virus,,1995-04/1998-10,,,field observation,Positive-Negative-Total Count,Immunofluorescence Assay,,166 | 261 | 427,NA,List of positive integers,NA,,NA,1,Rake Hey,,NA,NA,NA,United Kingdom,N53 : 20 W03 : 02,NA,mixed woodland | pasture,,male | female,juvenile | subadult | adult,,serum,,NA,"Note: prevalence data over time available, not sure how to extract so it was left out",
10.1046/j.1365-2656.2002.00623.x,,"Telfer, Sandra, Malcolm Bennett, Kevin Bown, Rachel Cavanagh, Laurent Crespin, Sarah Hazel, Trevor Jones, and Michael Begon. “The Effects of Cowpox Virus on Survival in Natural Rodent Populations: Increases and Decreases.” Journal of Animal Ecology 71, no. 4 (2002): 558–68. https://doi.org/10.1046/j.1365-2656.2002.00623.x.",R738-Telfer2002,Apodemus sylvaticus,,Cowpox virus,,1995-04/1998-10,,,field observation,Positive-Negative-Total Count,Immunofluorescence Assay,,175 | 577 | 752,NA,List of positive integers,NA,,NA,1,Manor Wood,,NA,NA,NA,United Kingdom,N53 : 19 W03 : 03,NA,mixed woodland | pasture,,male | female,NA,,serum,,NA,,
10.1046/j.1365-2656.2002.00623.x,,"Telfer, Sandra, Malcolm Bennett, Kevin Bown, Rachel Cavanagh, Laurent Crespin, Sarah Hazel, Trevor Jones, and Michael Begon. “The Effects of Cowpox Virus on Survival in Natural Rodent Populations: Increases and Decreases.” Journal of Animal Ecology 71, no. 4 (2002): 558–68. https://doi.org/10.1046/j.1365-2656.2002.00623.x.",R738-Telfer2002,Clethrionomys glareolus,,Cowpox virus,,1995-04/1998-10,,,field observation,Positive-Negative-Total Count,Immunofluorescence Assay,,183 | 701 | 884,NA,List of positive integers,NA,,NA,1,Rake Hey,,NA,NA,NA,United Kingdom,N53 : 20 W03 : 02,NA,mixed woodland | pasture,,male | female,NA,,serum,,NA,,
10.1046/j.1365-2656.2002.00623.x,,"Telfer, Sandra, Malcolm Bennett, Kevin Bown, Rachel Cavanagh, Laurent Crespin, Sarah Hazel, Trevor Jones, and Michael Begon. “The Effects of Cowpox Virus on Survival in Natural Rodent Populations: Increases and Decreases.” Journal of Animal Ecology 71, no. 4 (2002): 558–68. https://doi.org/10.1046/j.1365-2656.2002.00623.x.",R738-Telfer2002,Clethrionomys glareolus,,Cowpox virus,,1995-04/1998-10,,,field observation,Positive-Negative-Total Count,Immunofluorescence Assay,,78 | 675 | 753,NA,List of positive integers,NA,,NA,1,Manor Wood,,NA,NA,NA,United Kingdom,N53 : 19 W03 : 03,NA,mixed woodland | pasture,,male | female,NA,,serum,,NA,,
10.4269/ajtmh.2002.67.310,https://www.ajtmh.org/view/journals/tpmd/67/3/article-p310.xml,"Boone, J. D., McGwire, K. C., Otteson, E. W., DeBaca, R. S., Kuhn, E. A., & St Jeor, S. C. (2002). Infection dynamics of Sin Nombre virus after a widespread decline in host populations. The American journal of tropical medicine and hygiene, 67(3), 310–318. https://doi.org/10.4269/ajtmh.2002.67.310",R741-Boone2002,Peromyscus maniculatus,,Sin Nombre Virus,,1995,,,Field Observation,Positive-Negative-Total Count,Enzyme Linked Immunosorbent Assay,,88 | 461 | 549,NA,Integer List,,,NA,1,Walker River Basin,,NA,Lyon County | Mineral County | Mono County,NA,United States,NA,NA,,,NA,NA,,Blood,MeSH:D001769,NA,,
10.4269/ajtmh.2002.67.310,https://www.ajtmh.org/view/journals/tpmd/67/3/article-p310.xml,"Boone, J. D., McGwire, K. C., Otteson, E. W., DeBaca, R. S., Kuhn, E. A., & St Jeor, S. C. (2002). Infection dynamics of Sin Nombre virus after a widespread decline in host populations. The American journal of tropical medicine and hygiene, 67(3), 310–318. https://doi.org/10.4269/ajtmh.2002.67.310",R741-Boone2002,Peromyscus maniculatus,,Sin Nombre Virus,,1996,,,Field Observation,Positive-Negative-Total Count,Enzyme Linked Immunosorbent Assay,,217 | 990 | 1207,NA,Integer List,,,NA,1,Walker River Basin,,NA,Lyon County | Mineral County | Mono County,NA,United States,NA,NA,,,NA,NA,,Blood,MeSH:D001769,NA,,
10.4269/ajtmh.2002.67.310,https://www.ajtmh.org/view/journals/tpmd/67/3/article-p310.xml,"Boone, J. D., McGwire, K. C., Otteson, E. W., DeBaca, R. S., Kuhn, E. A., & St Jeor, S. C. (2002). Infection dynamics of Sin Nombre virus after a widespread decline in host populations. The American journal of tropical medicine and hygiene, 67(3), 310–318. https://doi.org/10.4269/ajtmh.2002.67.310",R741-Boone2002,Peromyscus maniculatus,,Sin Nombre Virus,,1997,,,Field Observation,Positive-Negative-Total Count,Enzyme Linked Immunosorbent Assay,,99 | 353 | 452,NA,Integer List,,,NA,1,Walker River Basin,,NA,Lyon County | Mineral County | Mono County,NA,United States,NA,NA,,,NA,NA,,Blood,MeSH:D001769,NA,,
10.4269/ajtmh.2002.67.310,https://www.ajtmh.org/view/journals/tpmd/67/3/article-p310.xml,"Boone, J. D., McGwire, K. C., Otteson, E. W., DeBaca, R. S., Kuhn, E. A., & St Jeor, S. C. (2002). Infection dynamics of Sin Nombre virus after a widespread decline in host populations. The American journal of tropical medicine and hygiene, 67(3), 310–318. https://doi.org/10.4269/ajtmh.2002.67.310",R741-Boone2002,Peromyscus maniculatus,,Sin Nombre Virus,,1998,,,Field Observation,Positive-Negative-Total Count,Enzyme Linked Immunosorbent Assay,,227 | 1110 | 1337,NA,Integer List,,,NA,1,Walker River Basin,,NA,Lyon County | Mineral County | Mono County,NA,United States,NA,NA,,,NA,NA,,Blood,MeSH:D001769,NA,,
10.4269/ajtmh.2001.64.137,https://www.ajtmh.org/view/journals/tpmd/64/3/article-p137.xml,"Kuenzi, A. J., Douglass, R. J., White, D., Jr, Bond, C. W., & Mills, J. N. (2001). Antibody to sin nombre virus in rodents associated with peridomestic habitats in west central Montana. The American journal of tropical medicine and hygiene, 64(3-4), 137–146. https://doi.org/10.4269/ajtmh.2001.64.137",R742-Kuenzi2001,Tamias amoenus,,Sin Nombre Virus,,1996-11/1999-08,,,Field Observation,Positive-Negative-Total Count,Enzyme Linked Immunosorbent Assay,,1 | 108 | 109,NA,Integer List,,,NA,1,NA,,NA,Silver Bow County,Montana,United States,NA,Anaconda,,,Male | Female,Juvenile | subadults | Adults,,Blood,MeSH:D001769,NA,,
10.4269/ajtmh.2001.64.137,https://www.ajtmh.org/view/journals/tpmd/64/3/article-p137.xml,"Kuenzi, A. J., Douglass, R. J., White, D., Jr, Bond, C. W., & Mills, J. N. (2001). Antibody to sin nombre virus in rodents associated with peridomestic habitats in west central Montana. The American journal of tropical medicine and hygiene, 64(3-4), 137–146. https://doi.org/10.4269/ajtmh.2001.64.137",R742-Kuenzi2001,Tamias amoenus,,Sin Nombre Virus,,1997-02/ 1999-08,,,Field Observation,Positive-Negative-Total Count,Enzyme Linked Immunosorbent Assay,,6 | 44 | 50,NA,Integer List,,,NA,1,NA,,NA,Silver Bow County,Montana,United States,NA,Butte,,,Male | Female,Juvenile | subadults | Adults,,Blood,MeSH:D001769,NA,,
10.4269/ajtmh.2001.64.137,https://www.ajtmh.org/view/journals/tpmd/64/3/article-p137.xml,"Kuenzi, A. J., Douglass, R. J., White, D., Jr, Bond, C. W., & Mills, J. N. (2001). Antibody to sin nombre virus in rodents associated with peridomestic habitats in west central Montana. The American journal of tropical medicine and hygiene, 64(3-4), 137–146. https://doi.org/10.4269/ajtmh.2001.64.137",R742-Kuenzi2001,Spermophilus lateralis,,Sin Nombre Virus,,1996-11/1999-08,,,Field Observation,Positive-Negative-Total Count,Enzyme Linked Immunosorbent Assay,,0 | 8 | 8,NA,Integer List,,,NA,1,NA,,NA,Silver Bow County,Montana,United States,NA,Anaconda,,,Male | Female,Juvenile | subadults | Adults,,Blood,MeSH:D001769,NA,,
10.4269/ajtmh.2001.64.137,https://www.ajtmh.org/view/journals/tpmd/64/3/article-p137.xml,"Kuenzi, A. J., Douglass, R. J., White, D., Jr, Bond, C. W., & Mills, J. N. (2001). Antibody to sin nombre virus in rodents associated with peridomestic habitats in west central Montana. The American journal of tropical medicine and hygiene, 64(3-4), 137–146. https://doi.org/10.4269/ajtmh.2001.64.137",R742-Kuenzi2001,Spermophilus lateralis,,Sin Nombre Virus,,1997-02/ 1999-08,,,Field Observation,Positive-Negative-Total Count,Enzyme Linked Immunosorbent Assay,,1 | 14 | 15,NA,Integer List,,,NA,1,NA,,NA,Silver Bow County,Montana,United States,NA,Butte,,,Male | Female,Juvenile | subadults | Adults,,Blood,MeSH:D001769,NA,,
10.4269/ajtmh.2001.64.137,https://www.ajtmh.org/view/journals/tpmd/64/3/article-p137.xml,"Kuenzi, A. J., Douglass, R. J., White, D., Jr, Bond, C. W., & Mills, J. N. (2001). Antibody to sin nombre virus in rodents associated with peridomestic habitats in west central Montana. The American journal of tropical medicine and hygiene, 64(3-4), 137–146. https://doi.org/10.4269/ajtmh.2001.64.137",R742-Kuenzi2001,Spermophilus richardsonii,,Sin Nombre Virus,,1996-11/1999-08,,,Field Observation,Positive-Negative-Total Count,Enzyme Linked Immunosorbent Assay,,0 | 1 | 1,NA,Integer List,,,NA,1,NA,,NA,Cascade County,Montana,United States,NA,Cascade,,,Male | Female,Juvenile | subadults | Adults,,Blood,MeSH:D001769,NA,,
10.4269/ajtmh.2001.64.137,https://www.ajtmh.org/view/journals/tpmd/64/3/article-p137.xml,"Kuenzi, A. J., Douglass, R. J., White, D., Jr, Bond, C. W., & Mills, J. N. (2001). Antibody to sin nombre virus in rodents associated with peridomestic habitats in west central Montana. The American journal of tropical medicine and hygiene, 64(3-4), 137–146. https://doi.org/10.4269/ajtmh.2001.64.137",R742-Kuenzi2001,Peromyscus maniculatus,,Sin Nombre Virus,,1996-11/1999-08,,,Field Observation,Positive-Negative-Total Count,Enzyme Linked Immunosorbent Assay,,237 | 783 | 1020,NA,Integer List,,,NA,1,NA,,NA,Silver Bow County,Montana,United States,NA,Anaconda,,,Male | Female,Juvenile | subadults | Adults,,Blood,MeSH:D001769,NA,,
10.4269/ajtmh.2001.64.137,https://www.ajtmh.org/view/journals/tpmd/64/3/article-p137.xml,"Kuenzi, A. J., Douglass, R. J., White, D., Jr, Bond, C. W., & Mills, J. N. (2001). Antibody to sin nombre virus in rodents associated with peridomestic habitats in west central Montana. The American journal of tropical medicine and hygiene, 64(3-4), 137–146. https://doi.org/10.4269/ajtmh.2001.64.137",R742-Kuenzi2001,Peromyscus maniculatus,,Sin Nombre Virus,,1997-02/ 1999-08,,,Field Observation,Positive-Negative-Total Count,Enzyme Linked Immunosorbent Assay,,188 | 464 | 705,NA,Integer List,,,NA,1,NA,,NA,Silver Bow County,Montana,United States,NA,Butte,,,Male | Female,Juvenile | subadults | Adults,,Blood,MeSH:D001769,NA,,
